,EVENT_ID,STATE
44309,842616,PENNSYLVANIA
44310,842619,PENNSYLVANIA
44311,842621,PENNSYLVANIA
44314,859158,ILLINOIS
44315,865318,MISSISSIPPI
44317,838153,COLORADO
44318,838156,Colorado
44325,842486,Iowa
44326,842543,SOUTH DAKOTA
44328,853300,COLORADO
44329,853301,COLORADO
44330,853302,COLORADO
44331,853303,COLORADO
44332,842554,SOUTH DAKOTA
44333,842555,SOUTH DAKOTA
44334,842556,SOUTH DAKOTA
44335,842558,SOUTH DAKOTA
44336,842559,SOUTH DAKOTA
44351,843228,VIRGINIA
44352,843233,WISCONSIN
44353,843254,VIRGINIA
44354,843255,VIRGINIA
44355,843256,VIRGINIA
44356,843262,VIRGINIA
44357,829419,MISSOURI
44358,826526,MINNESOTA
44359,827205,MISSOURI
44360,827208,MISSOURI
44361,827209,Missouri
44362,829690,SOUTH DAKOTA
44363,828783,SOUTH DAKOTA
44375,844720,TENNESSEE
44377,843379,WISCONSIN
44378,843380,WISCONSIN
44379,843404,WISCONSIN
44380,843415,WISCONSIN
44391,848084,COLORADO
44392,848086,COLORADO
44393,848087,COLORADO
44394,848088,COLORADO
44395,848089,COLORADO
44396,848090,COLORADO
44397,848091,COLORADO
44398,848092,COLORADO
44399,848093,COLORADO
44400,848094,COLORADO
44401,848095,COLORADO
44402,848116,Colorado
44403,842076,SOUTH DAKOTA
44404,842078,SOUTH DAKOTA
44413,855415,NORTH DAKOTA
44415,844868,AMERICAN SAMOA
44416,844878,MICHIGAN
44417,844882,MICHIGAN
44418,844884,LAKE ST CLAIR
44419,844913,OHIO
44420,844914,OHIO
44421,844915,OHIO
44422,844916,OHIO
44423,844918,OHIO
44424,845046,OHIO
44425,845047,OHIO
44426,845312,OHIO
44427,845349,SOUTH DAKOTA
44428,845353,SOUTH DAKOTA
44431,846223,FLORIDA
44434,846266,RHODE ISLAND
44435,846267,RHODE ISLAND
44439,843964,TEXAS
44440,832937,OKLAHOMA
44441,832940,ARKANSAS
44442,846648,MICHIGAN
44443,846649,MICHIGAN
44444,846650,MICHIGAN
44445,846653,MICHIGAN
44457,846879,OHIO
44466,830523,OHIO
44467,830524,OHIO
44468,830525,OHIO
44469,830527,OHIO
44470,830528,Ohio
44471,857454,New York
44472,847135,South Dakota
44473,847112,TENNESSEE
44474,857456,LAKE ONTARIO
44475,857457,LAKE ONTARIO
44477,834694,NEW JERSEY
44478,834695,NEW JERSEY
44487,841071,MASSACHUSETTS
44488,841072,MASSACHUSETTS
44489,841073,MASSACHUSETTS
44490,841074,MASSACHUSETTS
44491,841076,MASSACHUSETTS
44492,841078,MASSACHUSETTS
44493,842687,NEW JERSEY
44494,842688,NEW JERSEY
44495,846888,PENNSYLVANIA
44496,846889,PENNSYLVANIA
44497,827928,KENTUCKY
44498,828083,OHIO
44499,828084,OHIO
44500,828086,OHIO
44501,828088,OHIO
44502,828089,OHIO
44503,828090,OHIO
44504,828091,OHIO
44505,828092,OHIO
44506,828095,OHIO
44507,850824,MISSOURI
44508,850825,MISSOURI
44509,859756,MISSOURI
44510,845983,MISSISSIPPI
44511,852361,NEBRASKA
44512,852362,NEBRASKA
44513,852363,NEBRASKA
44514,852364,NEBRASKA
44515,852365,NEBRASKA
44516,851168,IDAHO
44517,851179,IDAHO
44518,848509,CALIFORNIA
44519,822615,NEBRASKA
44520,822616,Nebraska
44521,822618,Nebraska
44522,822629,NEBRASKA
44523,847519,COLORADO
44524,847557,COLORADO
44525,848380,KANSAS
44526,816302,OHIO
44535,839148,ILLINOIS
44536,839155,ILLINOIS
44537,839156,ILLINOIS
44538,839158,ILLINOIS
44539,839160,ILLINOIS
44540,845913,ILLINOIS
44541,842071,SOUTH DAKOTA
44542,842484,IOWA
44545,836540,Texas
44546,836953,New Mexico
44547,836954,New Mexico
44548,838692,ARIZONA
44549,843163,TENNESSEE
44550,843298,MISSISSIPPI
44551,843302,MISSISSIPPI
44552,843303,MISSISSIPPI
44558,848339,IOWA
44570,828668,OHIO
44581,829321,Florida
44582,829323,Florida
44590,833226,Illinois
44591,833006,Arkansas
44592,833007,ARKANSAS
44593,833008,ARKANSAS
44594,833009,ARKANSAS
44595,833010,ARKANSAS
44596,833011,ARKANSAS
44597,833012,Arkansas
44598,833013,Arkansas
44599,833014,Arkansas
44603,832928,Illinois
44604,833225,Illinois
44605,832645,Illinois
44613,854754,WYOMING
44617,839395,MONTANA
44618,839396,MONTANA
44619,839398,MONTANA
44620,839400,MONTANA
44621,839403,MONTANA
44622,839404,MONTANA
44623,839436,MONTANA
44624,842630,PENNSYLVANIA
44625,842632,PENNSYLVANIA
44626,842633,PENNSYLVANIA
44627,842637,PENNSYLVANIA
44628,843330,PENNSYLVANIA
44629,843331,Pennsylvania
44635,860536,IOWA
44639,842487,Iowa
44640,842488,IOWA
44641,842522,IOWA
44642,842536,SOUTH DAKOTA
44643,851304,NORTH CAROLINA
44644,842578,PENNSYLVANIA
44645,842583,PENNSYLVANIA
44646,842585,PENNSYLVANIA
44647,842586,PENNSYLVANIA
44648,842588,PENNSYLVANIA
44649,842589,PENNSYLVANIA
44650,842590,PENNSYLVANIA
44651,842560,SOUTH DAKOTA
44652,842749,SOUTH DAKOTA
44653,842750,SOUTH DAKOTA
44654,842755,SOUTH DAKOTA
44655,842768,SOUTH DAKOTA
44670,842742,ARIZONA
44671,842744,ARIZONA
44672,842746,ARIZONA
44673,842747,ARIZONA
44674,842748,ARIZONA
44675,825485,Missouri
44676,825486,MISSOURI
44677,827202,MISSOURI
44678,827203,MISSOURI
44679,826531,MINNESOTA
44680,826539,IOWA
44681,863430,Nebraska
44687,844714,MICHIGAN
44688,844719,Michigan
44689,844727,TENNESSEE
44690,844731,TENNESSEE
44691,844732,TENNESSEE
44692,844733,TENNESSEE
44693,844704,MICHIGAN
44700,859832,MISSOURI
44701,844014,IDAHO
44702,848118,IDAHO
44703,848117,COLORADO
44704,848119,Colorado
44705,848120,Colorado
44706,848121,COLORADO
44707,848122,COLORADO
44708,848133,COLORADO
44709,848139,COLORADO
44715,848167,COLORADO
44716,848165,Colorado
44723,833967,Washington
44724,833990,WASHINGTON
44725,834015,WASHINGTON
44726,844919,OHIO
44727,844921,OHIO
44728,844926,OHIO
44729,844927,OHIO
44730,844930,OHIO
44732,823595,MISSISSIPPI
44733,823596,MISSISSIPPI
44734,823597,MISSISSIPPI
44735,855445,NORTH DAKOTA
44736,855446,NORTH DAKOTA
44738,846268,RHODE ISLAND
44739,846269,CONNECTICUT
44740,846277,MASSACHUSETTS
44741,846282,MASSACHUSETTS
44742,846286,MASSACHUSETTS
44743,846291,MASSACHUSETTS
44744,846292,MASSACHUSETTS
44745,846353,NORTH CAROLINA
44746,846355,NORTH CAROLINA
44747,846356,NORTH CAROLINA
44748,846358,NORTH CAROLINA
44749,846359,NORTH CAROLINA
44750,832943,ARKANSAS
44751,832955,ARKANSAS
44756,823598,MISSISSIPPI
44776,830529,OHIO
44777,830530,OHIO
44778,830532,OHIO
44779,830533,OHIO
44780,830534,OHIO
44781,830535,OHIO
44782,857096,ILLINOIS
44783,857097,ILLINOIS
44784,847192,PENNSYLVANIA
44789,842840,INDIANA
44791,842846,INDIANA
44792,844794,INDIANA
44793,845171,PENNSYLVANIA
44794,845173,PENNSYLVANIA
44795,845175,PENNSYLVANIA
44796,845176,PENNSYLVANIA
44797,845178,Pennsylvania
44798,834696,NEW JERSEY
44799,834697,NEW JERSEY
44800,834699,NEW JERSEY
44809,841079,MASSACHUSETTS
44810,841080,MASSACHUSETTS
44811,841082,MASSACHUSETTS
44812,841083,MASSACHUSETTS
44813,841084,MASSACHUSETTS
44814,841105,MASSACHUSETTS
44821,828096,OHIO
44822,828098,OHIO
44823,828099,OHIO
44824,828100,OHIO
44825,828102,OHIO
44826,828103,OHIO
44827,828104,OHIO
44828,828105,OHIO
44829,828113,OHIO
44830,828114,OHIO
44831,828115,OHIO
44832,859757,MISSOURI
44833,859758,MISSOURI
44834,846461,LOUISIANA
44835,846462,LOUISIANA
44836,851186,IDAHO
44837,851187,IDAHO
44838,851188,Idaho
44839,851181,Idaho
44840,851183,Idaho
44841,851184,Idaho
44842,850727,PENNSYLVANIA
44843,850728,PENNSYLVANIA
44844,850729,PENNSYLVANIA
44845,848514,CALIFORNIA
44846,848515,CALIFORNIA
44847,848511,CALIFORNIA
44848,848516,CALIFORNIA
44849,848696,HAWAII
44850,848697,HAWAII
44851,847520,COLORADO
44852,847559,COLORADO
44865,842752,IOWA
44866,842757,IOWA
44867,842769,IOWA
44868,842773,IOWA
44869,842774,IOWA
44870,842775,IOWA
44871,836955,TEXAS
44872,836956,TEXAS
44873,836957,TEXAS
44887,848368,IOWA
44888,847356,KANSAS
44891,847359,KANSAS
44892,847361,Kansas
44893,847362,KANSAS
44894,847368,MISSOURI
44895,827880,NEBRASKA
44900,827563,WYOMING
44903,829322,GULF OF MEXICO
44904,829335,GULF OF MEXICO
44912,831770,WYOMING
44913,831771,WYOMING
44914,831772,WYOMING
44915,833016,ARKANSAS
44916,833017,ARKANSAS
44917,833019,ARKANSAS
44918,833020,ARKANSAS
44919,833021,ARKANSAS
44920,833023,Arkansas
44921,833024,Arkansas
44922,833026,Arkansas
44923,833027,ARKANSAS
44924,833028,ARKANSAS
44925,833029,ARKANSAS
44926,833030,ARKANSAS
44930,832712,ILLINOIS
44931,832596,INDIANA
44933,832318,KENTUCKY
44935,856619,LAKE MICHIGAN
44936,856623,LAKE MICHIGAN
44937,856631,MICHIGAN
44938,834436,TEXAS
44939,834437,TEXAS
44942,844310,MONTANA
44944,837387,MONTANA
44945,837388,MONTANA
44946,839517,MICHIGAN
44947,839518,MICHIGAN
44948,839519,MICHIGAN
44949,839520,MICHIGAN
44950,839523,MICHIGAN
44951,839525,MICHIGAN
44952,839526,MICHIGAN
44953,843332,PENNSYLVANIA
44954,843333,PENNSYLVANIA
44955,843334,PENNSYLVANIA
44956,843335,PENNSYLVANIA
44957,843336,PENNSYLVANIA
44958,844140,PENNSYLVANIA
44965,842594,PENNSYLVANIA
44966,842598,PENNSYLVANIA
44967,842600,PENNSYLVANIA
44968,841598,NEW YORK
44969,841600,NEW YORK
44970,841603,NEW YORK
44971,841604,NEW YORK
44972,841609,New York
44973,842753,IOWA
44974,842771,SOUTH DAKOTA
44975,842772,SOUTH DAKOTA
44976,842776,SOUTH DAKOTA
44980,842791,PENNSYLVANIA
44981,842794,NEW YORK
44982,842795,NEW YORK
44983,842796,NEW YORK
44984,842797,New York
44985,842798,NEW YORK
44996,842751,ARIZONA
44997,842754,ARIZONA
44998,842758,ARIZONA
44999,855441,ARKANSAS
45000,855444,ARKANSAS
45001,826469,SOUTH DAKOTA
45002,826477,SOUTH DAKOTA
45003,822240,NEBRASKA
45004,851311,NORTH CAROLINA
45005,823161,MISSOURI
45006,824589,MISSOURI
45007,824503,MISSOURI
45008,827191,MISSOURI
45009,827200,MISSOURI
45013,843984,MARYLAND
45015,844705,MICHIGAN
45016,844706,MICHIGAN
45017,844707,MICHIGAN
45018,844708,MICHIGAN
45019,844710,MICHIGAN
45020,847928,COLORADO
45021,847941,COLORADO
45022,847942,COLORADO
45023,846066,MISSISSIPPI
45026,842788,MINNESOTA
45027,842557,SOUTH DAKOTA
45028,842077,SOUTH DAKOTA
45029,842079,SOUTH DAKOTA
45030,842080,SOUTH DAKOTA
45032,848075,LOUISIANA
45035,847233,SOUTH DAKOTA
45039,834016,WASHINGTON
45040,833943,IDAHO
45041,833938,IDAHO
45042,833946,WASHINGTON
45043,844932,OHIO
45044,844934,OHIO
45045,844936,OHIO
45046,844938,OHIO
45047,844940,OHIO
45050,846295,MASSACHUSETTS
45051,846298,MASSACHUSETTS
45052,846299,MASSACHUSETTS
45053,846305,MASSACHUSETTS
45054,846306,MASSACHUSETTS
45055,846307,MASSACHUSETTS
45056,846309,MASSACHUSETTS
45057,846360,NORTH CAROLINA
45058,846361,NORTH CAROLINA
45059,846373,North Carolina
45060,846376,North Carolina
45061,845117,West Virginia
45078,846887,Tennessee
45090,830537,Pennsylvania
45091,830539,Pennsylvania
45092,830541,Pennsylvania
45093,830543,PENNSYLVANIA
45094,830544,PENNSYLVANIA
45095,830546,PENNSYLVANIA
45098,847167,TENNESSEE
45101,842686,NEW JERSEY
45104,844795,INDIANA
45105,844811,INDIANA
45106,847047,Louisiana
45107,845179,PENNSYLVANIA
45108,845229,PENNSYLVANIA
45109,845232,Pennsylvania
45110,845233,Pennsylvania
45111,846028,Ohio
45112,846096,Pennsylvania
45113,846099,Pennsylvania
45114,846101,Pennsylvania
45115,846103,PENNSYLVANIA
45116,846121,OHIO
45117,846136,OHIO
45118,846127,OHIO
45119,846195,Pennsylvania
45120,845126,OHIO
45122,845132,OHIO
45123,845118,MARYLAND
45124,845119,MARYLAND
45125,834700,NEW JERSEY
45126,834701,NEW JERSEY
45127,834702,NEW JERSEY
45136,841109,MASSACHUSETTS
45137,841122,MASSACHUSETTS
45138,841123,MASSACHUSETTS
45139,841124,ATLANTIC NORTH
45140,841142,ATLANTIC NORTH
45141,846318,ATLANTIC NORTH
45142,846319,ATLANTIC NORTH
45143,852563,MASSACHUSETTS
45149,852328,NEBRASKA
45150,828116,INDIANA
45151,828117,INDIANA
45152,828118,INDIANA
45153,828119,OHIO
45154,828120,Kentucky
45155,828121,KENTUCKY
45156,828133,OHIO
45157,828134,OHIO
45158,828135,OHIO
45159,846463,LOUISIANA
45160,847046,Louisiana
45161,847299,Louisiana
45162,847300,Louisiana
45163,850730,Pennsylvania
45164,850731,Pennsylvania
45165,850758,Pennsylvania
45166,850759,Pennsylvania
45167,850760,PENNSYLVANIA
45168,850763,LAKE ERIE
45169,850764,LAKE ERIE
45170,848698,HAWAII
45174,851303,OHIO
45175,854786,MICHIGAN
45176,854795,MICHIGAN
45177,847521,COLORADO
45178,847560,COLORADO
45179,847562,COLORADO
45180,865292,MISSISSIPPI
45181,859013,VERMONT
45187,842779,MINNESOTA
45188,847052,SOUTH DAKOTA
45189,847053,SOUTH DAKOTA
45190,847114,IOWA
45191,847147,MINNESOTA
45192,847204,SOUTH DAKOTA
45216,831783,WYOMING
45234,831774,WYOMING
45236,831776,NEBRASKA
45237,832049,ATLANTIC SOUTH
45238,832053,California
45239,833031,Arkansas
45240,833032,Arkansas
45241,833033,Arkansas
45242,833034,Arkansas
45243,833035,Arkansas
45244,833036,Arkansas
45245,833037,ARKANSAS
45246,833038,Arkansas
45250,833222,KENTUCKY
45251,832607,KENTUCKY
45252,833227,Missouri
45264,836158,Massachusetts
45265,836164,Massachusetts
45266,836165,Massachusetts
45267,836167,Massachusetts
45268,836168,Massachusetts
45269,851306,North Carolina
45270,839531,MICHIGAN
45271,839532,MICHIGAN
45272,839533,MICHIGAN
45273,839534,MICHIGAN
45274,839535,MICHIGAN
45275,839536,MICHIGAN
45276,839537,MICHIGAN
45277,844141,PENNSYLVANIA
45278,844142,PENNSYLVANIA
45279,844144,PENNSYLVANIA
45280,844145,PENNSYLVANIA
45281,844146,PENNSYLVANIA
45282,844147,PENNSYLVANIA
45284,851305,NORTH CAROLINA
45290,853525,COLORADO
45291,853524,COLORADO
45298,842799,NEW YORK
45299,842800,NEW YORK
45311,855448,ARKANSAS
45312,855449,ARKANSAS
45313,855450,ARKANSAS
45314,825483,MISSOURI
45315,825473,MISSOURI
45316,829430,MISSOURI
45317,822241,NEBRASKA
45318,822940,NEBRASKA
45319,822953,NEBRASKA
45320,825484,MISSOURI
45326,844711,MICHIGAN
45327,844712,MICHIGAN
45329,844728,MICHIGAN
45330,844729,MICHIGAN
45333,842081,SOUTH DAKOTA
45334,848169,COLORADO
45335,848170,COLORADO
45336,848171,COLORADO
45337,848172,COLORADO
45345,834020,IDAHO
45346,834021,IDAHO
45347,839389,IDAHO
45348,844944,OHIO
45349,844947,OHIO
45350,844948,OHIO
45351,845311,OHIO
45352,845313,OHIO
45353,843943,OHIO
45354,845365,SOUTH DAKOTA
45356,851312,NORTH CAROLINA
45360,846311,MASSACHUSETTS
45361,853551,Nebraska
45362,853552,NEBRASKA
45363,853553,NEBRASKA
45364,853554,NEBRASKA
45365,853555,NEBRASKA
45366,853556,NEBRASKA
45367,853558,NEBRASKA
45369,846326,MASSACHUSETTS
45373,846729,LAKE HURON
45374,846730,LAKE HURON
45375,846736,MICHIGAN
45376,846737,Michigan
45377,846738,Michigan
45378,846739,Michigan
45379,846740,MICHIGAN
45380,846741,MICHIGAN
45381,846742,MICHIGAN
45382,846743,MICHIGAN
45393,846923,TENNESSEE
45394,846930,TENNESSEE
45395,846934,TENNESSEE
45396,846906,TENNESSEE
45397,846912,TENNESSEE
45402,830547,PENNSYLVANIA
45403,830548,PENNSYLVANIA
45404,830549,PENNSYLVANIA
45405,830550,PENNSYLVANIA
45406,830551,PENNSYLVANIA
45407,830552,PENNSYLVANIA
45408,846915,TENNESSEE
45410,846447,NEBRASKA
45411,846438,NEBRASKA
45412,846451,NEBRASKA
45413,846439,NEBRASKA
45414,846430,NEBRASKA
45415,846432,NEBRASKA
45416,846436,NEBRASKA
45417,846440,NEBRASKA
45418,846441,NEBRASKA
45419,846431,NEBRASKA
45423,846033,Ohio
45428,846129,Ohio
45429,846141,OHIO
45430,846143,Ohio
45431,845142,West Virginia
45432,845145,West Virginia
45438,845112,OHIO
45440,845097,Pennsylvania
45441,844969,IOWA
45442,844977,IOWA
45443,844978,IOWA
45444,844980,MISSOURI
45445,846744,ILLINOIS
45446,845042,PENNSYLVANIA
45447,845043,PENNSYLVANIA
45448,845044,PENNSYLVANIA
45449,850253,VIRGINIA
45450,834703,NEW JERSEY
45451,834704,NEW JERSEY
45452,834705,NEW JERSEY
45461,846320,ATLANTIC NORTH
45462,846321,ATLANTIC NORTH
45463,846489,ATLANTIC NORTH
45464,846491,ATLANTIC NORTH
45465,846503,ATLANTIC NORTH
45469,835111,WISCONSIN
45470,842425,WISCONSIN
45471,842426,WISCONSIN
45472,843419,IOWA
45473,828137,OHIO
45474,828138,KENTUCKY
45475,828303,KENTUCKY
45476,828304,OHIO
45477,828306,OHIO
45478,828307,Ohio
45479,828309,Ohio
45480,828310,Ohio
45481,828311,Ohio
45482,828313,OHIO
45483,828314,OHIO
45484,847305,LOUISIANA
45485,847312,LOUISIANA
45486,847316,LOUISIANA
45489,850260,VIRGINIA
45490,854796,MICHIGAN
45491,854798,MICHIGAN
45492,855499,LAKE SUPERIOR
45493,855500,LAKE SUPERIOR
45494,855501,LAKE SUPERIOR
45495,855502,LAKE SUPERIOR
45496,855503,LAKE SUPERIOR
45497,847522,COLORADO
45498,847563,COLORADO
45499,847564,COLORADO
45502,865295,MISSISSIPPI
45503,865317,MISSISSIPPI
45524,830046,HAWAII
45528,845319,KANSAS
45529,845320,KANSAS
45530,845321,KANSAS
45547,828801,WYOMING
45551,829338,WYOMING
45552,831526,MONTANA
45553,831547,MONTANA
45554,841832,Montana
45555,841833,Montana
45556,841834,Montana
45557,841835,MONTANA
45558,833233,KENTUCKY
45559,833237,KENTUCKY
45560,833243,KENTUCKY
45569,834533,TEXAS
45570,834541,TEXAS
45571,834542,TEXAS
45572,834543,TEXAS
45573,834553,TEXAS
45574,836169,MASSACHUSETTS
45575,836172,MASSACHUSETTS
45576,836176,MASSACHUSETTS
45577,837541,MASSACHUSETTS
45578,837543,MASSACHUSETTS
45579,839538,MICHIGAN
45580,839548,MICHIGAN
45581,839550,MICHIGAN
45582,839553,MICHIGAN
45583,839568,LAKE ST CLAIR
45584,839569,LAKE ST CLAIR
45585,839562,LAKE ST CLAIR
45586,839564,LAKE ST CLAIR
45587,839566,LAKE ST CLAIR
45588,844148,PENNSYLVANIA
45606,855451,ARKANSAS
45607,855452,ARKANSAS
45608,855465,ARKANSAS
45609,856187,TEXAS
45611,822234,NEBRASKA
45612,822237,NEBRASKA
45613,822238,NEBRASKA
45614,822239,NEBRASKA
45615,828422,MISSOURI
45616,823159,MISSOURI
45617,826467,SOUTH DAKOTA
45620,844029,IDAHO
45624,856173,SOUTH CAROLINA
45641,847394,IOWA
45645,859848,MISSOURI
45646,839401,IDAHO
45647,839409,Idaho
45648,834017,Washington
45649,845333,OHIO
45650,845334,OHIO
45651,845335,OHIO
45652,845336,OHIO
45653,845342,OHIO
45658,859879,TEXAS
45659,857416,MISSOURI
45660,857417,MISSOURI
45661,845625,VIRGIN ISLANDS
45662,844866,PUERTO RICO
45663,844867,PUERTO RICO
45664,844870,PUERTO RICO
45665,844871,PUERTO RICO
45666,845166,PUERTO RICO
45667,845549,PUERTO RICO
45670,846331,MASSACHUSETTS
45671,846467,MASSACHUSETTS
45674,833238,TEXAS
45688,846917,TENNESSEE
45689,847137,TENNESSEE
45690,846874,TENNESSEE
45691,846898,TENNESSEE
45695,843941,OKLAHOMA
45696,843947,TEXAS
45697,843948,OKLAHOMA
45698,843952,OKLAHOMA
45699,843953,Oklahoma
45700,830553,PENNSYLVANIA
45701,830554,PENNSYLVANIA
45702,830555,PENNSYLVANIA
45703,830556,PENNSYLVANIA
45704,830557,PENNSYLVANIA
45705,846442,NEBRASKA
45706,846437,NEBRASKA
45707,846444,NEBRASKA
45708,846452,NEBRASKA
45709,846434,NEBRASKA
45710,846433,NEBRASKA
45712,846501,ILLINOIS
45713,846502,Illinois
45714,847303,LOUISIANA
45717,845160,PENNSYLVANIA
45720,845163,PENNSYLVANIA
45721,845164,PENNSYLVANIA
45723,845157,WEST VIRGINIA
45724,846178,PENNSYLVANIA
45725,846179,PENNSYLVANIA
45726,846182,PENNSYLVANIA
45727,846184,PENNSYLVANIA
45728,845098,PENNSYLVANIA
45729,845099,PENNSYLVANIA
45730,845100,PENNSYLVANIA
45731,845101,PENNSYLVANIA
45732,845102,PENNSYLVANIA
45733,849875,VIRGINIA
45735,846752,ILLINOIS
45736,846791,IOWA
45737,846780,IOWA
45738,846820,IOWA
45739,845045,PENNSYLVANIA
45742,853276,KANSAS
45743,853278,KANSAS
45745,853280,KANSAS
45747,853239,COLORADO
45748,853240,COLORADO
45749,853250,COLORADO
45751,843689,KENTUCKY
45753,843697,KENTUCKY
45755,834706,NEW JERSEY
45756,834707,NEW JERSEY
45757,834708,NEW JERSEY
45766,846504,ATLANTIC NORTH
45767,846509,CONNECTICUT
45768,846510,CONNECTICUT
45769,847400,CONNECTICUT
45770,847406,CONNECTICUT
45771,847437,MASSACHUSETTS
45772,848015,ATLANTIC NORTH
45773,843422,IOWA
45774,843429,IOWA
45778,828315,Ohio
45779,828316,Ohio
45780,828669,Ohio
45781,833917,Ohio
45790,855050,Florida
45791,855054,Florida
45792,855055,ATLANTIC SOUTH
45793,855056,ATLANTIC SOUTH
45794,855057,ATLANTIC SOUTH
45797,855504,LAKE SUPERIOR
45798,855505,LAKE SUPERIOR
45800,850301,Texas
45801,850306,TEXAS
45802,851102,NEW MEXICO
45803,847529,COLORADO
45804,847566,COLORADO
45821,848419,KANSAS
45822,848423,KANSAS
45846,846252,GULF OF MEXICO
45849,828803,WYOMING
45855,829340,WYOMING
45856,828771,FLORIDA
45857,829342,FLORIDA
45858,829343,FLORIDA
45859,841836,MONTANA
45860,841837,MONTANA
45861,841838,MONTANA
45862,841839,MONTANA
45863,841840,MONTANA
45864,841841,MONTANA
45865,841842,MONTANA
45866,841843,MONTANA
45879,834567,TEXAS
45880,834571,TEXAS
45883,837546,MASSACHUSETTS
45884,837549,MASSACHUSETTS
45885,837553,MASSACHUSETTS
45886,837555,MASSACHUSETTS
45887,837556,MASSACHUSETTS
45888,837560,MASSACHUSETTS
45889,839631,MASSACHUSETTS
45893,839663,MASSACHUSETTS
45902,851308,NORTH CAROLINA
45912,842803,NEW YORK
45918,828132,KENTUCKY
45919,827894,OHIO
45920,835586,NEBRASKA
45921,835588,Nebraska
45922,835573,Kansas
45923,851310,North Carolina
45924,823227,KANSAS
45925,823232,KANSAS
45926,823233,KANSAS
45927,825477,MISSOURI
45928,825479,MISSOURI
45929,825481,MISSOURI
45930,825482,MISSOURI
45937,859791,MISSOURI
45938,859792,MISSOURI
45939,859793,MISSOURI
45942,848174,COLORADO
45943,848173,COLORADO
45950,834018,WASHINGTON
45951,834019,WASHINGTON
45952,836468,WASHINGTON
45953,844965,OHIO
45954,844966,OHIO
45955,844967,PENNSYLVANIA
45956,844968,PENNSYLVANIA
45957,845318,PENNSYLVANIA
45958,857969,TEXAS
45959,859717,TEXAS
45960,859718,TEXAS
45961,859721,TEXAS
45962,859875,TEXAS
45963,845550,PUERTO RICO
45964,845551,PUERTO RICO
45965,845552,PUERTO RICO
45966,845553,PUERTO RICO
45967,845571,PUERTO RICO
45968,845574,PUERTO RICO
45969,845578,PUERTO RICO
45970,845628,PUERTO RICO
45971,848382,KANSAS
45972,848390,KANSAS
45973,848392,KANSAS
45974,846468,MASSACHUSETTS
45975,846469,MASSACHUSETTS
45976,846470,MASSACHUSETTS
45977,846471,MASSACHUSETTS
45978,833239,TEXAS
45979,833240,TEXAS
45980,833241,TEXAS
45981,846746,MICHIGAN
46000,843954,OKLAHOMA
46003,843951,TEXAS
46004,830560,PENNSYLVANIA
46005,830561,PENNSYLVANIA
46006,830562,PENNSYLVANIA
46007,830563,WEST VIRGINIA
46009,842759,ARIZONA
46010,842760,ARIZONA
46011,842761,ARIZONA
46012,842762,ARIZONA
46013,842763,ARIZONA
46014,842764,ARIZONA
46015,842765,Arizona
46018,847340,Missouri
46019,847342,Missouri
46021,845167,PENNSYLVANIA
46022,845168,Pennsylvania
46024,845174,PENNSYLVANIA
46025,846186,Pennsylvania
46026,846188,Pennsylvania
46027,846196,PENNSYLVANIA
46028,846197,Pennsylvania
46029,846198,PENNSYLVANIA
46030,846199,PENNSYLVANIA
46031,845107,PENNSYLVANIA
46033,847450,CALIFORNIA
46034,846798,IOWA
46035,846876,Iowa
46036,846877,IOWA
46037,846882,IOWA
46038,845074,PENNSYLVANIA
46040,845018,PENNSYLVANIA
46041,845020,PENNSYLVANIA
46042,846893,PENNSYLVANIA
46043,845972,CALIFORNIA
46046,843752,KENTUCKY
46051,825415,NEBRASKA
46052,825489,SOUTH DAKOTA
46053,826390,SOUTH DAKOTA
46061,834709,NEW JERSEY
46062,834710,New Jersey
46063,834711,New Jersey
46072,848016,Massachusetts
46073,848018,Massachusetts
46074,848019,Massachusetts
46075,848021,Massachusetts
46076,848022,Massachusetts
46077,859759,Missouri
46105,847532,Colorado
46106,847600,COLORADO
46119,848424,KANSAS
46120,848425,KANSAS
46121,848426,KANSAS
46146,849462,NEVADA
46151,846544,FLORIDA
46152,846545,GULF OF MEXICO
46156,827288,MONTANA
46157,827289,MONTANA
46158,827290,MONTANA
46159,827291,MONTANA
46160,827293,MONTANA
46161,827296,MONTANA
46165,828817,NEBRASKA
46166,828820,NEBRASKA
46167,829115,ATLANTIC SOUTH
46168,850266,NORTH CAROLINA
46169,829019,FLORIDA
46170,829413,GULF OF MEXICO
46171,829341,FLORIDA
46172,829505,Florida
46173,829569,Kentucky
46174,841844,Montana
46175,841845,Montana
46176,841846,MONTANA
46177,841847,MONTANA
46178,841848,MONTANA
46179,841849,MONTANA
46180,832260,VERMONT
46196,837566,MASSACHUSETTS
46197,837569,MASSACHUSETTS
46198,837571,MASSACHUSETTS
46199,837572,MASSACHUSETTS
46200,837575,MASSACHUSETTS
46201,837576,MASSACHUSETTS
46202,839671,WEST VIRGINIA
46203,839659,WEST VIRGINIA
46204,835606,OHIO
46205,835607,OHIO
46206,835609,OHIO
46207,835611,OHIO
46215,842805,NEW YORK
46216,842806,NEW YORK
46217,842808,NEW YORK
46218,842810,NEW YORK
46219,842811,NEW YORK
46220,842812,NEW YORK
46221,842813,NEW YORK
46222,835595,NEBRASKA
46223,828022,KANSAS
46224,828169,KANSAS
46225,825471,MISSOURI
46226,825472,MISSOURI
