,EVENT_ID,STATE
40724,746183,WEST VIRGINIA
40725,748823,WEST VIRGINIA
40726,761910,IOWA
40727,761911,IOWA
40728,780321,ILLINOIS
40729,778957,ILLINOIS
40731,774990,ILLINOIS
40732,780569,SOUTH DAKOTA
40733,780568,SOUTH DAKOTA
40734,780571,SOUTH DAKOTA
40735,780570,SOUTH DAKOTA
40736,780572,SOUTH DAKOTA
40737,780566,Massachusetts
40738,779055,Alabama
40739,779057,Alabama
40740,779056,Alabama
40741,779058,Alabama
40742,780856,Alabama
40743,779062,ALABAMA
40744,778915,WISCONSIN
40745,778749,IOWA
40746,762909,IOWA
40747,779264,WISCONSIN
40748,763672,IOWA
40749,764706,IOWA
40753,772423,WISCONSIN
40754,772424,WISCONSIN
40755,772425,WISCONSIN
40756,772426,WISCONSIN
40757,772427,WISCONSIN
40758,772428,WISCONSIN
40759,772429,WISCONSIN
40760,749241,NORTH CAROLINA
40761,749504,ARKANSAS
40762,749719,IOWA
40763,749724,ILLINOIS
40764,750026,WEST VIRGINIA
40765,748853,TEXAS
40766,749896,MONTANA
40767,750182,VIRGINIA
40768,750371,TEXAS
40771,782092,TENNESSEE
40772,782093,TENNESSEE
40774,779585,NEW YORK
40775,779598,NEW YORK
40776,781678,NEW YORK
40777,781679,NEW YORK
40778,777514,MISSOURI
40779,780756,MISSOURI
40781,759837,MISSISSIPPI
40782,760054,FLORIDA
40783,760478,OHIO
40784,760743,ATLANTIC SOUTH
40785,771225,FLORIDA
40786,771248,GULF OF MEXICO
40787,771265,Florida
40788,772905,Nebraska
40789,772923,Nebraska
40790,772924,Nebraska
40791,772925,NEBRASKA
40793,772927,NEBRASKA
40795,764579,IOWA
40796,764580,IOWA
40797,758734,IOWA
40798,762992,IOWA
40799,777459,IOWA
40800,777460,IOWA
40801,777774,IOWA
40802,777779,IOWA
40809,779365,IDAHO
40811,766090,GULF OF MEXICO
40816,780076,NORTH CAROLINA
40817,780082,NORTH CAROLINA
40818,780084,NORTH CAROLINA
40819,780097,NORTH CAROLINA
40820,780099,NORTH CAROLINA
40821,780101,NORTH CAROLINA
40822,780104,NORTH CAROLINA
40823,781632,FLORIDA
40824,781633,FLORIDA
40825,781634,GEORGIA
40826,781637,GEORGIA
40827,781639,GEORGIA
40828,781640,ATLANTIC SOUTH
40829,781643,ATLANTIC SOUTH
40830,781644,Florida
40831,781645,FLORIDA
40832,780725,MISSOURI
40833,780727,MISSOURI
40834,780728,MISSOURI
40867,782225,NORTH CAROLINA
40868,782227,SOUTH CAROLINA
40869,782296,NORTH CAROLINA
40870,782594,North Carolina
40872,780518,Massachusetts
40873,780520,Massachusetts
40874,780521,Massachusetts
40875,780522,Massachusetts
40876,780523,Massachusetts
40877,780524,Massachusetts
40878,780527,Massachusetts
40882,782734,OKLAHOMA
40883,783346,GULF OF MEXICO
40890,762916,IOWA
40891,764717,IOWA
40892,740207,VIRGINIA
40893,775726,NEW JERSEY
40894,775733,NEW JERSEY
40895,775734,NEW JERSEY
40896,775735,NEW JERSEY
40897,766359,NEW MEXICO
40898,766360,NEW MEXICO
40899,767488,LOUISIANA
40900,769239,PENNSYLVANIA
40902,768950,GULF OF MEXICO
40903,768949,GULF OF MEXICO
40904,771698,MISSOURI
40905,771950,NEW MEXICO
40906,772793,PENNSYLVANIA
40907,772803,PENNSYLVANIA
40908,772788,PENNSYLVANIA
40910,772900,NEBRASKA
40913,773845,Wyoming
40914,773846,Wyoming
40920,764751,Iowa
40926,746186,West Virginia
40927,777617,Iowa
40928,777618,IOWA
40929,777620,IOWA
40930,778808,OHIO
40931,777904,OHIO
40932,777910,OHIO
40934,778844,COLORADO
40935,778846,COLORADO
40936,778994,MINNESOTA
40940,777656,IOWA
40941,777657,IOWA
40942,774549,NORTH DAKOTA
40943,774550,NORTH DAKOTA
40944,774552,NORTH DAKOTA
40945,774553,NORTH DAKOTA
40946,774554,NORTH DAKOTA
40947,774551,North Dakota
40948,779808,SOUTH DAKOTA
40950,779812,NEW YORK
40952,780413,MICHIGAN
40953,780414,MICHIGAN
40954,780415,MICHIGAN
40955,780416,MICHIGAN
40956,780417,MICHIGAN
40957,780418,MICHIGAN
40958,780422,INDIANA
40959,780424,INDIANA
40960,780581,MASSACHUSETTS
40961,779111,CALIFORNIA
40962,779112,CALIFORNIA
40963,779113,CALIFORNIA
40964,779115,NEVADA
40967,779122,ARIZONA
40968,780881,ILLINOIS
40969,780883,ILLINOIS
40970,780889,ILLINOIS
40971,782226,PENNSYLVANIA
40972,782228,PENNSYLVANIA
40973,778916,Wisconsin
40974,778750,Iowa
40975,778751,Iowa
40976,778752,IOWA
40977,778755,IOWA
40978,778756,IOWA
40979,778757,IOWA
40980,779063,WISCONSIN
40981,779028,WISCONSIN
40982,781735,NORTH CAROLINA
40983,781724,NEW JERSEY
40985,762914,IOWA
40986,764712,IOWA
40987,781959,KANSAS
40988,781960,KANSAS
40989,772430,WISCONSIN
40990,772431,WISCONSIN
40991,772432,WISCONSIN
40992,772433,WISCONSIN
40993,772396,Minnesota
40994,750779,Texas
40995,751299,MISSOURI
40996,751923,KENTUCKY
40997,751934,INDIANA
41000,751108,INDIANA
41001,751255,MISSOURI
41002,751282,INDIANA
41003,774373,VIRGINIA
41004,774390,MARYLAND
41007,764722,IOWA
41008,764725,IOWA
41009,764694,NORTH CAROLINA
41010,764695,NORTH CAROLINA
41011,764812,NORTH CAROLINA
41012,764813,NORTH CAROLINA
41013,764814,NORTH CAROLINA
41014,768558,NORTH CAROLINA
41015,768730,NORTH CAROLINA
41016,760201,LAKE SUPERIOR
41017,760202,LAKE SUPERIOR
41018,760205,LAKE SUPERIOR
41019,760206,LAKE SUPERIOR
41020,760211,LAKE SUPERIOR
41021,760235,LAKE SUPERIOR
41022,760237,LAKE SUPERIOR
41023,760238,LAKE SUPERIOR
41024,760242,LAKE SUPERIOR
41025,776444,MARYLAND
41027,776448,VIRGINIA
41028,776449,VIRGINIA
41029,776451,VIRGINIA
41039,764841,VIRGINIA
41040,764843,VIRGINIA
41041,764844,VIRGINIA
41042,764845,VIRGINIA
41043,764846,VIRGINIA
41044,764847,VIRGINIA
41054,781489,MARYLAND
41055,781494,MARYLAND
41056,781504,MARYLAND
41059,768655,SOUTH CAROLINA
41061,768684,SOUTH CAROLINA
41063,768691,NORTH CAROLINA
41064,768704,NORTH CAROLINA
41065,768705,NORTH CAROLINA
41066,768706,GEORGIA
41067,769503,MISSOURI
41068,769504,MISSOURI
41069,769506,MISSOURI
41070,769507,MISSOURI
41071,769508,MISSOURI
41072,770128,MISSOURI
41073,770129,MISSOURI
41077,768728,OHIO
41078,769924,PENNSYLVANIA
41079,769934,PENNSYLVANIA
41080,769935,PENNSYLVANIA
41094,748477,DELAWARE
41095,754806,DELAWARE
41096,754980,PENNSYLVANIA
41097,754981,NEW JERSEY
41098,754982,NEW JERSEY
41102,758071,MARYLAND
41103,758072,MARYLAND
41104,758074,MARYLAND
41106,745043,COLORADO
41110,745466,COLORADO
41111,777990,VIRGINIA
41112,783175,MARYLAND
41113,783176,MARYLAND
41114,783177,MARYLAND
41115,783178,MARYLAND
41116,783179,MARYLAND
41117,788057,MARYLAND
41118,762932,WASHINGTON
41119,762933,WASHINGTON
41120,762934,WASHINGTON
41121,766156,PUERTO RICO
41123,762944,WASHINGTON
41124,762945,WASHINGTON
41125,765919,IOWA
41126,765935,IOWA
41127,758079,MARYLAND
41134,751901,PENNSYLVANIA
41135,751902,PENNSYLVANIA
41136,751903,PENNSYLVANIA
41137,751906,PENNSYLVANIA
41138,751907,PENNSYLVANIA
41139,751908,PENNSYLVANIA
41140,769022,ALABAMA
41141,769027,ALABAMA
41142,769023,ALABAMA
41153,774709,VIRGINIA
41155,765542,ARIZONA
41164,749313,FLORIDA
41165,749315,FLORIDA
41166,749428,ATLANTIC SOUTH
41167,749430,ATLANTIC SOUTH
41168,749431,ATLANTIC SOUTH
41169,751829,NEW MEXICO
41171,751842,TEXAS
41176,749128,ATLANTIC SOUTH
41177,749132,ATLANTIC SOUTH
41178,749134,ATLANTIC SOUTH
41179,755329,WEST VIRGINIA
41180,755336,WEST VIRGINIA
41181,755353,WEST VIRGINIA
41182,755354,WEST VIRGINIA
41183,755355,WEST VIRGINIA
41184,755356,WEST VIRGINIA
41185,755358,WEST VIRGINIA
41186,755362,WEST VIRGINIA
41187,756887,ILLINOIS
41188,762091,KENTUCKY
41189,756956,WYOMING
41196,757842,WYOMING
41197,757843,WYOMING
41206,760483,GEORGIA
41207,760486,GEORGIA
41209,760546,GEORGIA
41213,757336,ILLINOIS
41214,757343,ILLINOIS
41215,770865,Illinois
41216,770866,ILLINOIS
41217,761774,WISCONSIN
41218,761776,WISCONSIN
41219,761778,MINNESOTA
41220,757695,ILLINOIS
41221,757698,ILLINOIS
41222,757691,ILLINOIS
41223,757725,KENTUCKY
41224,762137,Texas
41225,762144,Florida
41226,760914,Mississippi
41227,760919,Mississippi
41228,762322,Oklahoma
41230,765673,FLORIDA
41231,765674,FLORIDA
41232,765676,FLORIDA
41233,765677,Florida
41234,765678,Florida
41235,762621,ALABAMA
41238,761606,TEXAS
41239,761613,TEXAS
41240,761617,TEXAS
41242,761630,TEXAS
41243,761646,TEXAS
41244,761647,TEXAS
41245,763420,MINNESOTA
41246,763416,MINNESOTA
41247,764137,VIRGINIA
41248,764138,VIRGINIA
41249,764139,VIRGINIA
41250,773463,IOWA
41251,773465,IOWA
41252,773464,IOWA
41253,773466,IOWA
41254,764459,IOWA
41255,764460,SOUTH DAKOTA
41256,764461,SOUTH DAKOTA
41257,764463,SOUTH DAKOTA
41258,764464,SOUTH DAKOTA
41261,751450,SOUTH DAKOTA
41266,751460,SOUTH DAKOTA
41267,751461,SOUTH DAKOTA
41277,767762,SOUTH DAKOTA
41278,765787,VIRGINIA
41279,765788,VIRGINIA
41280,765790,VIRGINIA
41281,765791,VIRGINIA
41282,765793,VIRGINIA
41283,756512,North Dakota
41284,756515,NORTH DAKOTA
41285,756516,NORTH DAKOTA
41286,756517,NORTH DAKOTA
41287,763782,NORTH DAKOTA
41288,763783,North Dakota
41289,763784,NORTH DAKOTA
41290,756653,NORTH DAKOTA
41291,763373,NORTH DAKOTA
41292,763374,NORTH DAKOTA
41293,791762,GEORGIA
41294,791763,GEORGIA
41295,766072,IOWA
41296,766074,IOWA
41297,766076,IOWA
41298,773756,IOWA
41299,773757,IOWA
41300,773758,IOWA
41301,758768,IOWA
41302,756297,NEBRASKA
41303,756298,NEBRASKA
41304,756299,NEBRASKA
41305,756301,NEBRASKA
41306,756302,NEBRASKA
41307,750849,MONTANA
41308,752028,MONTANA
41309,752031,MONTANA
41310,752034,MONTANA
41311,752036,MONTANA
41312,752039,MONTANA
41313,763578,GULF OF MEXICO
41314,763579,GULF OF MEXICO
41315,763580,GULF OF MEXICO
41316,763581,GULF OF MEXICO
41317,763582,GULF OF MEXICO
41318,763583,GULF OF MEXICO
41320,765450,NEW YORK
41321,765451,NEW YORK
41322,765452,NEW YORK
41323,784794,TEXAS
41327,784795,TEXAS
41328,784796,TEXAS
41329,785179,TEXAS
41330,767135,MISSOURI
41331,767136,MISSOURI
41332,767137,MISSOURI
41334,767140,MISSOURI
41335,767141,Missouri
41336,766673,Oklahoma
41337,766674,OKLAHOMA
41338,766675,Oklahoma
41339,766676,OKLAHOMA
41340,766677,OKLAHOMA
41341,766678,OKLAHOMA
41350,760218,SOUTH CAROLINA
41351,760219,South Carolina
41356,763175,Georgia
41359,748190,Ohio
41360,749649,Ohio
41361,749650,Ohio
41367,768731,North Carolina
41368,768732,NORTH CAROLINA
41369,768733,NORTH CAROLINA
41370,768734,NORTH CAROLINA
41371,768735,NORTH CAROLINA
41372,768736,NORTH CAROLINA
41373,760249,LAKE SUPERIOR
41374,760250,LAKE SUPERIOR
41375,769120,LAKE SUPERIOR
41376,769129,LAKE SUPERIOR
41377,749270,TEXAS
41379,776453,VIRGINIA
41380,776459,VIRGINIA
41381,776461,DISTRICT OF COLUMBIA
41382,775501,VIRGINIA
41383,775502,VIRGINIA
41395,764850,VIRGINIA
41396,764851,VIRGINIA
41397,764852,VIRGINIA
41398,764853,Virginia
41399,764854,VIRGINIA
41400,764855,VIRGINIA
41401,764856,VIRGINIA
41418,768707,SOUTH CAROLINA
41419,768708,SOUTH CAROLINA
41420,768709,SOUTH CAROLINA
41421,768934,GEORGIA
41422,768937,SOUTH CAROLINA
41423,768938,SOUTH CAROLINA
41424,768945,SOUTH CAROLINA
41427,765719,INDIANA
41429,760129,MINNESOTA
41430,760177,MINNESOTA
41431,769940,PENNSYLVANIA
41432,769946,PENNSYLVANIA
41433,769950,PENNSYLVANIA
41434,769955,PENNSYLVANIA
41455,746060,COLORADO
41456,777985,VIRGINIA
41457,777987,VIRGINIA
41458,777988,VIRGINIA
41459,777989,VIRGINIA
41461,765541,SOUTH CAROLINA
41462,765544,SOUTH CAROLINA
41463,765545,SOUTH CAROLINA
41464,788061,MARYLAND
41465,762935,WASHINGTON
41466,762936,WASHINGTON
41467,762946,WASHINGTON
41468,762947,WASHINGTON
41469,765937,IOWA
41470,765346,MISSISSIPPI
41471,765349,MISSISSIPPI
41472,765350,ARKANSAS
41473,765365,LOUISIANA
41481,751909,PENNSYLVANIA
41482,751910,PENNSYLVANIA
41483,751911,PENNSYLVANIA
41484,751912,PENNSYLVANIA
41485,752056,PENNSYLVANIA
41486,752057,PENNSYLVANIA
41487,770047,ALABAMA
41488,769056,ALABAMA
41489,770060,Alabama
41498,780895,Illinois
41499,750882,WISCONSIN
41508,749310,Florida
41509,749340,NEW MEXICO
41510,749320,ATLANTIC SOUTH
41511,749432,ATLANTIC SOUTH
41512,749434,ATLANTIC SOUTH
41513,749433,ATLANTIC SOUTH
41517,751666,PENNSYLVANIA
41518,751941,ALABAMA
41519,751942,ALABAMA
41520,752027,MONTANA
41525,749137,ATLANTIC SOUTH
41526,749141,ATLANTIC SOUTH
41527,749138,ATLANTIC SOUTH
41528,749121,FLORIDA
41529,755375,WEST VIRGINIA
41530,755381,WEST VIRGINIA
41531,755382,WEST VIRGINIA
41532,755383,WEST VIRGINIA
41533,755385,WEST VIRGINIA
41534,755691,WEST VIRGINIA
41535,756955,WYOMING
41537,756905,Illinois
41538,756906,Illinois
41539,756917,Missouri
41540,756922,MISSOURI
41542,758148,WYOMING
41543,758822,ILLINOIS
41544,780912,ILLINOIS
41557,752048,MONTANA
41558,757348,ILLINOIS
41559,757350,ILLINOIS
41560,757351,ILLINOIS
41561,761780,MINNESOTA
41562,761782,MINNESOTA
41563,765040,MINNESOTA
41566,757699,ILLINOIS
41567,757700,ILLINOIS
41568,759194,INDIANA
41569,762172,TEXAS
41572,763107,MONTANA
41573,763110,MONTANA
41574,763114,MONTANA
41575,763124,MONTANA
41576,763126,MONTANA
41577,763127,MONTANA
41578,763818,OKLAHOMA
41579,763273,OKLAHOMA
41580,763274,OKLAHOMA
41581,763275,OKLAHOMA
41582,763277,OKLAHOMA
41583,763278,OKLAHOMA
41584,763279,OKLAHOMA
41585,763280,OKLAHOMA
41586,764140,VIRGINIA
41587,764141,VIRGINIA
41588,764142,VIRGINIA
41589,764143,VIRGINIA
41590,764144,VIRGINIA
41591,764145,VIRGINIA
41593,763689,MINNESOTA
41594,763691,MINNESOTA
41595,764769,MINNESOTA
41599,764472,IOWA
41600,764474,IOWA
41601,764475,IOWA
41602,764476,IOWA
41603,764479,IOWA
41604,764481,IOWA
41606,751466,South Dakota
41626,765794,VIRGINIA
41627,765795,VIRGINIA
41628,765796,VIRGINIA
41629,765797,Virginia
41630,765798,Virginia
41631,756518,North Dakota
41632,756519,North Dakota
41633,756520,North Dakota
41634,756521,North Dakota
41635,756654,North Dakota
41636,756655,NORTH DAKOTA
41637,763376,NORTH DAKOTA
41638,763375,NORTH DAKOTA
41639,773759,IOWA
41640,773760,Iowa
41641,773761,IOWA
41642,773762,IOWA
41643,773763,IOWA
41644,773486,IOWA
41645,773490,IOWA
41646,763653,IOWA
41647,758779,IOWA
41648,758780,IOWA
41649,756303,NEBRASKA
41650,756304,NEBRASKA
41651,758625,NEBRASKA
41652,758673,NEBRASKA
41653,758675,NEBRASKA
41654,758676,NEBRASKA
41655,756646,MONTANA
41656,752040,MONTANA
41657,756649,MONTANA
41658,752930,PENNSYLVANIA
41659,764465,TEXAS
41661,751740,MASSACHUSETTS
41662,765453,NEW YORK
41663,765454,NEW YORK
41664,765455,NEW YORK
41672,767142,MISSOURI
41673,767143,MISSOURI
41674,767144,MISSOURI
41675,767145,MISSOURI
41676,767146,MISSOURI
41677,767147,MISSOURI
41678,767148,KANSAS
41679,767149,KANSAS
41680,766680,OKLAHOMA
41681,766681,OKLAHOMA
41682,766683,OKLAHOMA
41683,766686,OKLAHOMA
41684,766687,OKLAHOMA
41685,766688,OKLAHOMA
41686,760220,SOUTH CAROLINA
41687,760222,SOUTH CAROLINA
41688,760224,South Carolina
41696,749654,OHIO
41697,749655,OHIO
41698,749657,OHIO
41699,749662,OHIO
41700,749664,Ohio
41701,749667,OHIO
41702,749668,OHIO
41703,749669,OHIO
41704,750264,OHIO
41705,750265,OHIO
41706,782422,GEORGIA
41707,781047,IOWA
41708,781096,IOWA
41709,781097,IOWA
41710,781098,IOWA
41711,768737,NORTH CAROLINA
41712,768738,NORTH CAROLINA
41713,768739,NORTH CAROLINA
41714,768740,NORTH CAROLINA
41715,768742,NORTH CAROLINA
41716,768743,NORTH CAROLINA
41717,749273,TEXAS
41718,749274,Texas
41719,749276,TEXAS
41720,775504,VIRGINIA
41721,775505,Virginia
41722,775506,Virginia
41723,775717,Virginia
41724,775718,Virginia
41725,775719,Virginia
41734,756931,MARYLAND
41736,764865,Virginia
41737,764868,VIRGINIA
41738,764869,VIRGINIA
41739,764870,VIRGINIA
41740,764871,VIRGINIA
41741,764872,VIRGINIA
41742,764873,VIRGINIA
41743,764874,VIRGINIA
41755,764466,MINNESOTA
41761,768948,SOUTH CAROLINA
41762,768952,SOUTH CAROLINA
41763,768953,SOUTH CAROLINA
41764,768958,GEORGIA
41768,760145,MINNESOTA
41769,763619,MINNESOTA
41770,763623,MINNESOTA
41771,764608,WISCONSIN
41772,764611,WISCONSIN
41773,764613,WISCONSIN
41774,769959,PENNSYLVANIA
41775,769979,PENNSYLVANIA
41776,769962,PENNSYLVANIA
41777,769980,PENNSYLVANIA
41782,752164,NORTH DAKOTA
41802,765547,SOUTH CAROLINA
41803,765549,SOUTH CAROLINA
41804,766080,SOUTH CAROLINA
41805,766081,SOUTH CAROLINA
41806,770520,SOUTH CAROLINA
41807,766084,GEORGIA
41808,762937,WASHINGTON
41809,762939,WASHINGTON
41810,762948,WASHINGTON
41811,762949,WASHINGTON
41812,766138,Iowa
41815,766356,COLORADO
41816,766443,Colorado
41817,766444,COLORADO
41825,758612,MARYLAND
41826,752058,PENNSYLVANIA
41827,752059,Pennsylvania
41828,757266,PENNSYLVANIA
41829,757274,PENNSYLVANIA
41830,757275,PENNSYLVANIA
41831,757278,PENNSYLVANIA
41832,757299,PENNSYLVANIA
41833,757300,PENNSYLVANIA
41834,770064,ALABAMA
41835,770073,ALABAMA
41836,770070,ALABAMA
41845,772516,TENNESSEE
41846,763591,LAKE MICHIGAN
41847,763598,WISCONSIN
41848,763599,WISCONSIN
41849,763600,WISCONSIN
41850,763602,WISCONSIN
41851,763603,WISCONSIN
41852,763604,WISCONSIN
41853,763605,WISCONSIN
41863,748639,NEW MEXICO
41864,748642,NEW MEXICO
41865,749447,MONTANA
41866,749426,ATLANTIC SOUTH
41867,749451,MONTANA
41868,749452,MONTANA
41869,752025,MONTANA
41870,752038,MONTANA
41871,752037,MONTANA
41873,752145,NORTH DAKOTA
41875,752881,TEXAS
41876,752596,ATLANTIC SOUTH
41877,752967,ATLANTIC SOUTH
41878,753181,GULF OF MEXICO
41879,749143,ATLANTIC SOUTH
41880,750813,ATLANTIC SOUTH
41881,750814,ATLANTIC SOUTH
41882,750815,ATLANTIC SOUTH
41883,755699,WEST VIRGINIA
41884,755695,WEST VIRGINIA
41889,756928,MISSOURI
41890,757176,KENTUCKY
41891,757177,KENTUCKY
41892,757233,PENNSYLVANIA
41893,757236,PENNSYLVANIA
41894,757244,PENNSYLVANIA
41895,757247,PENNSYLVANIA
41897,758731,NEBRASKA
41898,758801,TEXAS
41899,758797,TEXAS
41908,752326,MONTANA
41909,752049,Montana
41910,760593,Montana
41911,757352,Illinois
41912,757354,Illinois
41913,757356,Illinois
41916,762617,Alabama
41917,759215,INDIANA
41918,756896,INDIANA
41920,756912,INDIANA
41921,762173,TEXAS
41922,762611,ALABAMA
41923,751756,LAKE MICHIGAN
41924,751757,LAKE MICHIGAN
41926,763128,MONTANA
41927,763129,MONTANA
41928,763131,MONTANA
41929,763132,MONTANA
41930,763134,MONTANA
41931,763140,MONTANA
41932,765256,MONTANA
41933,763281,OKLAHOMA
41934,763282,OKLAHOMA
41935,763283,OKLAHOMA
41936,763284,OKLAHOMA
41937,763285,OKLAHOMA
41938,763286,OKLAHOMA
41939,763287,OKLAHOMA
41940,763288,OKLAHOMA
41941,764146,VIRGINIA
41942,764149,VIRGINIA
41943,764150,VIRGINIA
41944,764151,VIRGINIA
41945,764152,VIRGINIA
41946,764154,VIRGINIA
41957,764482,IOWA
41958,764483,IOWA
41959,764484,IOWA
41962,764510,MINNESOTA
41966,751505,WYOMING
41968,751512,WYOMING
41969,751518,SOUTH DAKOTA
41974,764815,NORTH CAROLINA
41975,764878,VIRGINIA
41976,764881,VIRGINIA
41977,764882,VIRGINIA
41978,764883,VIRGINIA
41979,765799,VIRGINIA
41980,765800,VIRGINIA
41981,765802,VIRGINIA
41982,765803,VIRGINIA
41983,765804,VIRGINIA
41984,756524,NORTH DAKOTA
41985,756522,NORTH DAKOTA
41986,756525,NORTH DAKOTA
41987,756526,NORTH DAKOTA
41988,756656,NORTH DAKOTA
41989,756657,NORTH DAKOTA
41990,763378,NORTH DAKOTA
41991,763377,NORTH DAKOTA
41992,773491,IOWA
41994,764756,IOWA
41995,762506,IOWA
41996,762508,IOWA
41997,763632,IOWA
41998,765370,IOWA
41999,762448,IOWA
42000,758678,NEBRASKA
42001,758737,NEBRASKA
42002,758741,Nebraska
42003,758746,Nebraska
42004,758748,Nebraska
42005,758751,Nebraska
42006,752932,Ohio
42007,752937,OHIO
42008,763793,OHIO
42009,763797,LAKE ERIE
42013,765456,NEW YORK
42014,765457,NEW YORK
42015,765458,NEW YORK
42022,767150,KANSAS
42023,767151,KANSAS
42024,767153,KANSAS
42025,767154,MISSOURI
42026,767155,MISSOURI
42027,775495,VIRGINIA
42028,775496,VIRGINIA
42029,766690,OKLAHOMA
42030,766692,OKLAHOMA
42031,766693,Oklahoma
42032,766694,OKLAHOMA
42033,766695,Oklahoma
42034,766709,Oklahoma
42044,751687,Ohio
42045,751688,Ohio
42046,751689,Ohio
42047,751692,Ohio
42048,751693,Ohio
42049,751694,Ohio
42050,751695,Ohio
42051,751696,OHIO
42052,753281,KENTUCKY
42053,753283,KENTUCKY
42054,791813,FLORIDA
42055,782082,ILLINOIS
42057,782420,ILLINOIS
42059,768747,NORTH CAROLINA
42060,768752,NORTH CAROLINA
42061,768753,NORTH CAROLINA
42062,768769,NORTH CAROLINA
42063,768771,NORTH CAROLINA
42064,749278,TEXAS
42065,749282,TEXAS
42066,775720,VIRGINIA
42067,775722,VIRGINIA
42068,776090,VIRGINIA
42069,776093,VIRGINIA
42070,776094,VIRGINIA
42071,776096,VIRGINIA
42079,764875,WEST VIRGINIA
42080,764876,WEST VIRGINIA
42081,766732,MARYLAND
42082,766776,MARYLAND
42083,766796,MARYLAND
42092,764468,IOWA
42093,764486,MINNESOTA
42094,764500,SOUTH DAKOTA
42095,764501,South Dakota
42096,764502,Iowa
42097,764503,IOWA
42098,764504,IOWA
42100,768981,SOUTH CAROLINA
42101,768983,SOUTH CAROLINA
42102,768986,SOUTH CAROLINA
42103,768990,SOUTH CAROLINA
42104,768995,SOUTH CAROLINA
42105,764619,Wisconsin
42106,764620,WISCONSIN
42107,764621,WISCONSIN
42108,764622,WISCONSIN
42109,764626,WISCONSIN
42110,764627,WISCONSIN
42111,769981,PENNSYLVANIA
42112,770829,OHIO
42113,770831,OHIO
42114,770834,WEST VIRGINIA
42115,771266,GULF OF MEXICO
42116,771273,GULF OF MEXICO
42121,752170,NORTH DAKOTA
42133,766643,TEXAS
42134,766645,TEXAS
42135,766861,TEXAS
42136,766862,TEXAS
42137,771792,LAKE HURON
42138,771794,LAKE MICHIGAN
42139,771841,INDIANA
42141,771856,INDIANA
42142,771858,INDIANA
42143,762942,WASHINGTON
42144,762943,WASHINGTON
42145,764877,IOWA
42146,764903,IOWA
42147,758076,MARYLAND
42148,758075,MARYLAND
42149,758078,MARYLAND
42150,758616,MARYLAND
42151,758617,MARYLAND
42152,758619,MARYLAND
42153,758620,MARYLAND
42154,758623,MARYLAND
42155,767211,ALABAMA
42156,767213,ALABAMA
42157,767214,ALABAMA
42158,767215,ALABAMA
42159,767228,ALABAMA
42160,767244,Alabama
42161,767249,Alabama
42162,767259,Alabama
42163,770084,Alabama
42164,770087,Alabama
42165,770090,ALABAMA
42166,772518,VIRGINIA
42167,758809,MARYLAND
42168,758810,MARYLAND
42169,758811,MARYLAND
42170,758812,WEST VIRGINIA
42171,759229,VIRGINIA
42172,759231,VIRGINIA
42173,763606,WISCONSIN
42174,763607,WISCONSIN
42175,763608,WISCONSIN
42176,763609,WISCONSIN
42177,763610,WISCONSIN
42178,763611,WISCONSIN
42179,763612,WISCONSIN
42180,763613,WISCONSIN
42181,763614,WISCONSIN
42187,766744,KANSAS
42192,748641,NEW MEXICO
42193,748644,NEW MEXICO
42195,749671,INDIANA
42196,749703,Texas
42200,749752,TEXAS
42206,752875,KENTUCKY
42207,752876,KENTUCKY
42208,752877,KENTUCKY
42209,752882,KENTUCKY
42210,750816,ATLANTIC SOUTH
42211,753558,ATLANTIC SOUTH
42212,750821,ATLANTIC SOUTH
42213,750823,ATLANTIC SOUTH
42221,757248,PENNSYLVANIA
42222,757249,PENNSYLVANIA
42223,757251,PENNSYLVANIA
42224,757253,PENNSYLVANIA
42225,757254,PENNSYLVANIA
42226,757255,PENNSYLVANIA
42227,757256,PENNSYLVANIA
42228,757259,Pennsylvania
42229,758824,ILLINOIS
42230,751813,Michigan
42231,751814,Michigan
42232,751815,Michigan
42243,756356,MONTANA
42244,756358,MONTANA
42245,756376,MONTANA
42246,757357,ILLINOIS
42247,757358,ILLINOIS
42248,757361,ILLINOIS
42249,764726,IOWA
42250,764727,IOWA
42252,756898,INDIANA
42253,756897,INDIANA
42254,762175,TEXAS
42256,765257,MONTANA
42257,765259,MONTANA
42258,765261,MONTANA
42259,762931,IDAHO
42260,786681,SOUTH DAKOTA
42261,786682,IOWA
42262,763294,OKLAHOMA
42263,763295,OKLAHOMA
42264,763296,OKLAHOMA
42265,763298,OKLAHOMA
42266,763299,OKLAHOMA
42270,764155,VIRGINIA
42271,764156,VIRGINIA
42272,764157,VIRGINIA
42273,764159,VIRGINIA
42274,764161,VIRGINIA
42275,764162,VIRGINIA
42284,763767,WISCONSIN
42285,772683,COLORADO
42286,764511,IOWA
42287,764639,MINNESOTA
42288,764640,MINNESOTA
42289,764642,MINNESOTA
42290,764665,MINNESOTA
42291,764980,TENNESSEE
42292,766603,MISSISSIPPI
42294,767124,TENNESSEE
42295,767125,MISSISSIPPI
42296,767127,ARKANSAS
42297,767550,ARKANSAS
42299,764885,VIRGINIA
42300,764887,VIRGINIA
42301,764888,VIRGINIA
42302,764890,VIRGINIA
42303,764892,VIRGINIA
42304,765805,VIRGINIA
42305,765806,VIRGINIA
42306,765807,VIRGINIA
42307,765811,VIRGINIA
42308,765814,VIRGINIA
